review_id,label,flashcard_id,snapshot_at,outcome,exit_pips,max_favorable_pips,max_adverse_pips,t1_hit,image_path
C01,winner,4555,2024-02-26T06:45:00+00:00,TIME_EXIT_PROFIT,17.500000000001137,19.200000000000728,15.199999999998681,False,images/c01_fc4555_20240226T064500.png
C02,loser,4539,2024-02-19T06:45:00+00:00,STALE_EXIT,-0.9999999999990905,12.300000000001887,4.200000000000159,False,images/c02_fc4539_20240219T064500.png
C03,winner,512,2025-12-08T06:00:00+00:00,TIME_EXIT_PROFIT,9.000000000000341,20.400000000000773,4.4999999999987494,False,images/c03_fc512_20251208T060000.png
C04,loser,4579,2024-04-01T05:15:00+00:00,STALE_EXIT,0.0,18.10000000000116,2.199999999999136,False,images/c04_fc4579_20240401T051500.png
C05,winner,4687,2024-10-14T05:15:00+00:00,TRAIL_STOP,13.399999999998613,32.99999999999841,1.4000000000010004,True,images/c05_fc4687_20241014T051500.png
C06,loser,743,2024-02-19T07:00:00+00:00,TIME_EXIT_LOSS,-15.399999999999636,9.600000000000364,15.800000000001546,False,images/c06_fc743_20240219T070000.png
C07,winner,4688,2024-10-14T06:45:00+00:00,TIME_EXIT_PROFIT,7.600000000002183,11.700000000001864,15.500000000000114,False,images/c07_fc4688_20241014T064500.png
C08,winner,4636,2024-05-27T06:45:00+00:00,TARGET_2,28.750000000002274,32.69999999999982,5.299999999999727,True,images/c08_fc4636_20240527T064500.png
C09,winner,772,2024-04-01T05:00:00+00:00,TIME_EXIT_PROFIT,7.600000000002183,19.900000000001228,1.6999999999995907,False,images/c09_fc772_20240401T050000.png
C10,winner,812,2024-05-27T07:00:00+00:00,TIME_EXIT_PROFIT,19.80000000000075,31.100000000000705,1.8000000000000682,True,images/c10_fc812_20240527T070000.png
C11,winner,777,2024-04-08T05:00:00+00:00,TIME_EXIT_PROFIT,4.800000000000182,14.999999999997726,3.4000000000020236,False,images/c11_fc777_20240408T050000.png
