review_id,label,flashcard_id,snapshot_at,outcome,exit_pips,max_favorable_pips,max_adverse_pips,t1_hit,image_path
C01,winner,4925,2026-04-13T08:00:00+00:00,TIME_EXIT_PROFIT,36.49999999999807,44.69999999999743,6.700000000000728,False,images/c01_fc4925_20260413T080000.png
C02,loser,775,2024-04-01T11:00:00+00:00,TIME_EXIT_LOSS,-4.200000000000159,10.599999999999454,14.699999999999136,False,images/c02_fc775_20240401T110000.png
C03,loser,745,2024-02-19T11:00:00+00:00,LOSS,-9.800000000001319,4.800000000000182,13.60000000000241,False,images/c03_fc745_20240219T110000.png
C04,loser,4542,2024-02-19T11:15:00+00:00,LOSS,-10.699999999999932,1.4000000000010004,14.500000000001023,False,images/c04_fc4542_20240219T111500.png
C05,winner,515,2025-12-08T12:00:00+00:00,TIME_EXIT_PROFIT,28.000000000000114,31.499999999999773,6.700000000000728,False,images/c05_fc515_20251208T120000.png
C06,winner,4818,2025-09-15T09:30:00+00:00,TRAIL_STOP,18.700000000001182,38.2000000000005,0.7000000000005002,True,images/c06_fc4818_20250915T093000.png
C07,winner,514,2025-12-08T10:00:00+00:00,TIME_EXIT_PROFIT,19.700000000000273,26.69999999999959,2.199999999999136,False,images/c07_fc514_20251208T100000.png
C08,loser,4581,2024-04-01T08:15:00+00:00,TIME_EXIT_LOSS,-12.000000000000455,4.899999999997817,22.30000000000132,False,images/c08_fc4581_20240401T081500.png
C09,winner,757,2024-02-26T11:00:00+00:00,TIME_EXIT_PROFIT,21.89999999999941,44.49999999999932,0.0,False,images/c09_fc757_20240226T110000.png
C10,winner,4557,2024-02-26T09:45:00+00:00,TIME_EXIT_PROFIT,56.29999999999882,57.99999999999841,18.000000000000682,True,images/c10_fc4557_20240226T094500.png
