review_id,label,flashcard_id,snapshot_at,outcome,exit_pips,max_favorable_pips,max_adverse_pips,t1_hit,image_path
C01,winner,43004,2025-09-04T08:15:00+00:00,TIME_EXIT_PROFIT,1214.9999999999636,1427.9999999999745,676.0000000000218,False,images/c01_fc43004_20250904T081500.png
C02,loser,48567,2025-12-29T07:15:00+00:00,LOSS,-4180.000000000018,527.9999999999745,4292.000000000007,False,images/c02_fc48567_20251229T071500.png
C03,winner,48529,2025-12-22T21:45:00+00:00,OPEN_PROFIT,998.0000000000473,1568.000000000029,177.99999999997453,False,images/c03_fc48529_20251222T214500.png
C04,winner,43005,2025-09-04T09:45:00+00:00,TIME_EXIT_PROFIT,263.99999999998727,951.9999999999982,334.00000000001455,False,images/c04_fc43005_20250904T094500.png
C05,loser,48289,2025-11-28T08:15:00+00:00,STALE_EXIT,-1042.0000000000073,377.99999999997453,1150.0,False,images/c05_fc48289_20251128T081500.png
C06,loser,43006,2025-09-04T11:15:00+00:00,STALE_EXIT,-475.0,174.00000000002365,671.99999999998,False,images/c06_fc43006_20250904T111500.png
C07,loser,48771,2026-01-27T08:15:00+00:00,STALE_EXIT,-483.9999999999236,1848.0000000000473,707.9999999999927,False,images/c07_fc48771_20260127T081500.png
C08,winner,42984,2025-09-03T02:45:00+00:00,TARGET_2,1044.999999999959,1648.0000000000018,207.99999999999272,True,images/c08_fc42984_20250903T024500.png
C09,winner,48525,2025-12-22T17:00:00+00:00,TIME_EXIT_PROFIT,2071.9999999999345,2617.999999999938,396.00000000000364,False,images/c09_fc48525_20251222T170000.png
C10,winner,48266,2025-11-26T15:45:00+00:00,TIME_EXIT_PROFIT,1382.0000000000618,1511.999999999989,1678.9999999999964,False,images/c10_fc48266_20251126T154500.png
C11,loser,48632,2026-01-07T11:00:00+00:00,LOSS,-647.0000000000255,139.00000000003274,696.0000000000036,False,images/c11_fc48632_20260107T110000.png
