review_id,label,flashcard_id,snapshot_at,outcome,exit_pips,max_favorable_pips,max_adverse_pips,t1_hit,image_path
C01,loser,23859,2024-01-02T07:00:00+00:00,BREAKEVEN_AFTER_T1,0.0,78.00000000002001,63.99999999998727,True,images/c01_fc23859_20240102T070000.png
C02,winner,24105,2024-04-22T05:30:00+00:00,TIME_EXIT_PROFIT,1321.0000000000036,1381.00000000004,146.99999999998,False,images/c02_fc24105_20240422T053000.png
C03,winner,24106,2024-04-22T07:00:00+00:00,TIME_EXIT_PROFIT,1346.0000000000036,1980.9999999999945,155.0000000000182,True,images/c03_fc24106_20240422T070000.png
C04,loser,24123,2024-04-29T16:45:00+00:00,LOSS,-388.99999999998727,11.000000000012733,432.9999999999927,False,images/c04_fc24123_20240429T164500.png
C05,winner,23923,2024-01-26T14:00:00+00:00,TARGET_2,257.4999999999932,334.9999999999909,46.00000000000364,True,images/c05_fc23923_20240126T140000.png
C06,loser,21500,2022-07-26T19:00:00+00:00,STALE_EXIT,-59.999999999990905,127.99999999999727,199.0000000000009,False,images/c06_fc21500_20220726T190000.png
C07,winner,19823,2022-05-17T19:45:00+00:00,TIME_EXIT_PROFIT,539.9999999999864,765.9999999999854,58.00000000001546,False,images/c07_fc19823_20220517T194500.png
C08,winner,24111,2024-04-24T12:00:00+00:00,TIME_EXIT_PROFIT,425.99999999997635,579.9999999999727,96.00000000000364,False,images/c08_fc24111_20240424T120000.png
C09,winner,24154,2024-05-07T19:15:00+00:00,TIME_EXIT_PROFIT,290.99999999998545,456.9999999999709,178.00000000002,False,images/c09_fc24154_20240507T191500.png
C10,winner,24099,2024-04-17T21:00:00+00:00,OPEN_PROFIT,1644.0000000000055,2292.0000000000073,113.00000000001091,True,images/c10_fc24099_20240417T210000.png
C11,loser,23885,2024-01-11T16:15:00+00:00,LOSS,-340.99999999998545,147.00000000000273,539.9999999999864,False,images/c11_fc23885_20240111T161500.png
C12,winner,23886,2024-01-11T17:45:00+00:00,TARGET_2,944.9999999999932,1292.9999999999836,52.99999999999727,True,images/c12_fc23886_20240111T174500.png
C13,loser,24118,2024-04-25T07:45:00+00:00,STALE_EXIT,-414.00000000003274,83.99999999996908,545.0000000000273,False,images/c13_fc24118_20240425T074500.png
