review_id,label,flashcard_id,snapshot_at,outcome,exit_pips,max_favorable_pips,max_adverse_pips,t1_hit,image_path
C01,loser,23471,2023-04-27T01:00:00+00:00,LOSS,-41.000000000008185,38.99999999998727,50.99999999999909,False,images/c01_fc23471_20230427T010000.png
C02,loser,23541,2023-06-12T06:15:00+00:00,STALE_EXIT,-123.00000000000182,0.0,304.99999999999545,False,images/c02_fc23541_20230612T061500.png
C03,loser,23736,2023-11-01T05:45:00+00:00,STALE_EXIT,-15.000000000009095,311.9999999999891,72.00000000000273,False,images/c03_fc23736_20231101T054500.png
C04,winner,23737,2023-11-01T20:15:00+00:00,TRAIL_STOP,322.00000000000273,905.9999999999945,325.0,True,images/c04_fc23737_20231101T201500.png
C05,loser,21162,2022-06-06T21:00:00+00:00,STALE_EXIT,-38.99999999998727,109.9999999999909,81.99999999999363,False,images/c05_fc21162_20220606T210000.png
C06,winner,23612,2023-08-01T14:30:00+00:00,TIME_EXIT_PROFIT,709.9999999999909,1017.0000000000073,229.99999999999545,False,images/c06_fc23612_20230801T143000.png
C07,winner,23489,2023-05-17T10:00:00+00:00,TRAIL_STOP,500.9999999999991,610.0000000000136,62.99999999998818,True,images/c07_fc23489_20230517T100000.png
C08,winner,23486,2023-05-16T18:30:00+00:00,TIME_EXIT_PROFIT,722.0000000000027,1214.00000000001,101.99999999999818,False,images/c08_fc23486_20230516T183000.png
C09,winner,23484,2023-05-16T11:00:00+00:00,TIME_EXIT_PROFIT,199.0000000000009,280.99999999999454,8.999999999991815,False,images/c09_fc23484_20230516T110000.png
C10,winner,23474,2023-04-27T14:00:00+00:00,TARGET_2,149.99999999997726,197.00000000000273,52.99999999999727,True,images/c10_fc23474_20230427T140000.png
C11,loser,23617,2023-08-03T10:45:00+00:00,STALE_EXIT,-7.999999999992724,215.0000000000091,153.99999999999636,False,images/c11_fc23617_20230803T104500.png
C12,winner,23500,2023-05-24T18:00:00+00:00,TRAIL_STOP,1064.9999999999864,1233.9999999999918,151.99999999999818,True,images/c12_fc23500_20230524T180000.png
C13,winner,23449,2023-03-27T08:30:00+00:00,TIME_EXIT_PROFIT,332.9999999999927,669.9999999999818,45.00000000000455,False,images/c13_fc23449_20230327T083000.png
C14,loser,23365,2023-02-09T12:30:00+00:00,LOSS,-357.9999999999927,0.0,191.00000000000819,False,images/c14_fc23365_20230209T123000.png
C15,loser,23618,2023-08-04T11:00:00+00:00,STALE_EXIT,-44.99999999998181,120.00000000000455,84.9999999999909,False,images/c15_fc23618_20230804T110000.png
